기준월,토픽ID,토픽명,제목,날짜,URL
2025-07,토픽6,온라인 플랫폼·디지털 지원,엔비티 '애디슨 오퍼월 파트너 센터' 오픈,2025-07-04,https://view.asiae.co.kr/article/2025070413411504043
2025-07,토픽6,온라인 플랫폼·디지털 지원,"카카오페이, 밴 포스사와 QR 생태계 구축 ""소상공인 부담 완화""",2025-07-02,https://view.asiae.co.kr/article/2025070209305507004
2025-07,토픽6,온라인 플랫폼·디지털 지원,"""작년 지역화폐 매출 전년比 9% 증가""",2025-07-01,https://view.asiae.co.kr/article/2025070108465769020
2025-07,토픽7,상생협력·중소기업 지원,"특구재단, 공공데이터 활용 문제 해결형 공모전",2025-07-15,https://view.asiae.co.kr/article/2025071508544679916
2025-07,토픽7,상생협력·중소기업 지원,"소진공, 장수군과 로컬창업 지역 활성화 '맞손'",2025-07-02,https://view.asiae.co.kr/article/2025070210160342200
2025-07,토픽7,상생협력·중소기업 지원,"소진공, 'SEMAS AI 캠퍼스 성과 경연대회' 우수사례 선정",2025-07-14,https://view.asiae.co.kr/article/2025071408171524116
2025-07,토픽7,상생협력·중소기업 지원,"소진공, 소상공인 성장 단계별 맞춤형 컨설팅 제공한다",2025-07-31,https://view.asiae.co.kr/article/2025073108543368842
2025-07,토픽7,상생협력·중소기업 지원,"중기연, BC카드와 데이터 기반 소상공인 中企 정책 협력",2025-07-29,https://view.asiae.co.kr/article/2025072908310791319
2025-08,토픽0,정치권 재난·위기 재정대응,"충남도, 폭우 피해 복구에 7698억 투입",2025-08-22,https://view.asiae.co.kr/article/2025082213162345788
2025-08,토픽0,정치권 재난·위기 재정대응,7월 집중호우 피해액 1조848억원 최근 10년간 1위,2025-08-17,https://view.asiae.co.kr/article/2025081714554603684
2025-08,토픽0,정치권 재난·위기 재정대응,"김태흠 지사, 소상공인 지원 '전국 첫 결단'",2025-08-24,https://view.asiae.co.kr/article/2025082408593066312
2025-08,토픽0,정치권 재난·위기 재정대응,"영덕군, 공무원 사칭 계약 납품 사기 주의 당부",2025-08-20,https://view.asiae.co.kr/article/2025082012383732801
2025-08,토픽0,정치권 재난·위기 재정대응,"백영현 시장 ""특별재난지역 선포 환영 신속 복구에 총력""",2025-08-07,https://view.asiae.co.kr/article/2025080708474208094
2025-08,토픽1,은행·금융권 소상공인 지원,"카카오뱅크, 개인사업자 대출 누적 4조 지원",2025-08-08,https://view.asiae.co.kr/article/2025080810015265076
2025-08,토픽1,은행·금융권 소상공인 지원,"신한금융, 장기연체 이자 감면 등 금융지원 확대 시행",2025-08-03,https://view.asiae.co.kr/article/2025080115155837937
2025-08,토픽1,은행·금융권 소상공인 지원,"토스뱅크, 서울신보와 소상공인에 2000억 대출 공급",2025-08-18,https://view.asiae.co.kr/article/2025081809295633574
2025-08,토픽1,은행·금융권 소상공인 지원,"하나은행, 서울신보와 소상공인에 2000억 대출 지원",2025-08-18,https://view.asiae.co.kr/article/2025081808474264533
2025-08,토픽1,은행·금융권 소상공인 지원,"카카오뱅크, 서울신보와 소상공인에 2000억 대출공급",2025-08-18,https://view.asiae.co.kr/article/2025081808262774895
2025-08,토픽2,코로나 방역·지자체 행정,"나주시, 올해 제3회 추경 1조 2천149억 원 편성",2025-08-29,https://view.asiae.co.kr/article/2025082915515554616
2025-08,토픽2,코로나 방역·지자체 행정,호남 제주 소상공인 10곳 중 6곳 '5년 못 버텨',2025-08-27,https://view.asiae.co.kr/article/2025082716481087415
2025-08,토픽2,코로나 방역·지자체 행정,"울주군, 제2회 추경 1조 3706억원 편성 “민생 회복 생활불편 해소에 중점”",2025-08-22,https://view.asiae.co.kr/article/2025082209591067057
2025-08,토픽2,코로나 방역·지자체 행정,"김돈곤 청양군수, 생활편의 혁신 정책으로 군민 삶 바꿨다",2025-08-21,https://view.asiae.co.kr/article/2025082109190902389
2025-08,토픽2,코로나 방역·지자체 행정,"김동근 시장 ""도시개발 기업유치 통합 미래산업도시 도약시킬 것""",2025-08-01,https://view.asiae.co.kr/article/2025080112535681048
2025-08,토픽3,최저임금·노사 협상,"KB금융, 광복 80주년 맞아 '명예를 품은 가게' 현판식 개최",2025-08-14,https://view.asiae.co.kr/article/2025081408240796545
2025-08,토픽3,최저임금·노사 협상,"李 광복절 특사, 조국 정경심 최강욱 최지성 장충기 최신원 복권(종합)",2025-08-11,https://view.asiae.co.kr/article/2025081116583409790
2025-08,토픽3,최저임금·노사 협상,"재정상황 어려운 세종시, 고액 고질 체납액 징수 총력",2025-08-17,https://view.asiae.co.kr/article/2025081713455608663
2025-08,토픽3,최저임금·노사 협상,"국세청, 영세자영업자 부가세 종소세 신용카드납부 수수료 '0.8→0.4%' 인하",2025-08-18,https://view.asiae.co.kr/article/2025081814502025910
2025-08,토픽3,최저임금·노사 협상,"'취임 1년' 최승재 옴부즈만 ""현장의 대변자로서 정체성 강화""",2025-08-18,https://view.asiae.co.kr/article/2025081814185689038
2025-08,토픽4,지역화폐·소비쿠폰,"부천페이, 캐시백 7%→10% 추석맞이 가계 소비 촉진",2025-08-29,https://view.asiae.co.kr/article/2025082913563301883
2025-08,토픽4,지역화폐·소비쿠폰,"전북도, 30일까지 '소비쿠폰' 영수증 인증 이벤트",2025-08-05,https://view.asiae.co.kr/article/2025080516050787584
2025-08,토픽4,지역화폐·소비쿠폰,"세종시 주도로 상권활성화 추진, '들썩들썩' 축제 이벤트 초점",2025-08-31,https://view.asiae.co.kr/article/2025083114023330874
2025-08,토픽4,지역화폐·소비쿠폰,"전남도, 민생회복 소비쿠폰 소비 분위기 확산 나서",2025-08-21,https://view.asiae.co.kr/article/2025082115433505517
2025-08,토픽4,지역화폐·소비쿠폰,"""지역경제 활성화""  함양사랑상품권 구매 한도 한시적 상향",2025-08-18,https://view.asiae.co.kr/article/2025081811151273348
2025-08,토픽5,물가·민생 거시대책,[논단]기업의 '투자 공동화' 내모는 정부,2025-08-11,https://view.asiae.co.kr/article/2025080815024012013
2025-08,토픽5,물가·민생 거시대책,"석유화학업계, 벼랑 끝 '구조조정 쓰나미' 위기 직면",2025-08-21,https://view.asiae.co.kr/article/2025082112184180524
2025-08,토픽5,물가·민생 거시대책,여수 석유화학 고용위기 선제대응지역 지정,2025-08-20,https://view.asiae.co.kr/article/2025082009044023410
2025-08,토픽5,물가·민생 거시대책,[시시비비]쌓여 있는 금융 청구서 훼손되는 밸류업 성장,2025-08-11,https://view.asiae.co.kr/article/2025080714301685213
2025-08,토픽5,물가·민생 거시대책,"포항시, '산업위기 선제대응지역' 지정 철강 위기 넘어 지역경제 재도약",2025-08-28,https://view.asiae.co.kr/article/2025082813262069581
2025-08,토픽6,온라인 플랫폼·디지털 지원,"LG U+, 소상공인 공식몰 가입 35만 돌파 기념 프로모션 진행",2025-08-03,https://view.asiae.co.kr/article/2025080309471702271
2025-08,토픽6,온라인 플랫폼·디지털 지원,"이유몰, 사업자 전용 도매 쇼핑몰 '이유비즈몰' 공식 오픈",2025-08-20,https://view.asiae.co.kr/article/2025082009591144191
2025-08,토픽6,온라인 플랫폼·디지털 지원,"LG유플러스, 5G 결합한 소상공인 전용 'AI전화팩' 출시",2025-08-01,https://view.asiae.co.kr/article/2025080109062439837
2025-08,토픽6,온라인 플랫폼·디지털 지원,"중기중앙회, 하반기 유통채널 품평회 참가기업 모집",2025-08-10,https://view.asiae.co.kr/article/2025080816312424872
2025-08,토픽6,온라인 플랫폼·디지털 지원,"데일리페이 ""소상공인, 매출 85% 유동화해 사업운영""",2025-08-20,https://view.asiae.co.kr/article/2025082008150724013
2025-08,토픽7,상생협력·중소기업 지원,"중기부 ""AI 도입해 매출 오른 중기 소상공인 모집합니다""",2025-08-27,https://view.asiae.co.kr/article/2025082708412780017
2025-08,토픽7,상생협력·중소기업 지원,"""소상공인 판로 확대의 장"" 한유원, 9월 동행축제 주관사 참여",2025-08-29,https://view.asiae.co.kr/article/2025082915052661825
2025-08,토픽7,상생협력·중소기업 지원,"선문대 창업보육센터, 월드로보페스타서 IR 창업대회 수상",2025-08-07,https://view.asiae.co.kr/article/2025080716155211059
2025-08,토픽7,상생협력·중소기업 지원,"(재)남도장터, 한국식품안전관리인증원과 업무협약 체결",2025-08-12,https://view.asiae.co.kr/article/2025081215333010595
2025-08,토픽7,상생협력·중소기업 지원,"한유원, 지원사업 참여 소상공인과 소통 간담회",2025-08-14,https://view.asiae.co.kr/article/2025081409120546206
2025-09,토픽0,정치권 재난·위기 재정대응,"공무원 사칭 전화로 물품 주문 사기 사건 조심하세요! 경북교육청, 피해 예방 신속 대응",2025-09-09,https://view.asiae.co.kr/article/2025090910015376607
2025-09,토픽0,정치권 재난·위기 재정대응,"국민의힘 ""당정 배임죄 폐지 방침, 명백한 이재명 구하기""",2025-09-30,https://view.asiae.co.kr/article/2025093010413177029
2025-09,토픽0,정치권 재난·위기 재정대응,"군인 공무원, 대기업 사칭하더니 소상공인 울린 노쇼 피해 400억 넘어",2025-09-05,https://view.asiae.co.kr/article/2025090509395630884
2025-09,토픽0,정치권 재난·위기 재정대응,'폭발물 설치' '살인 예고' 협박 절반이 2030세대 왜 그런가 봤더니,2025-09-29,https://view.asiae.co.kr/article/2025092915381297327
2025-09,토픽0,정치권 재난·위기 재정대응,"노봉법 상법 줄처리 속 野, 기업 세제혜택 법안 봇물",2025-09-05,https://view.asiae.co.kr/article/2025090510194691203
2025-09,토픽1,은행·금융권 소상공인 지원,서민금융 하라면서 정책대출 등 차별[규제에 가로막힌 상호금융]③,2025-09-12,https://view.asiae.co.kr/article/2025091115445657914
2025-09,토픽1,은행·금융권 소상공인 지원,"부산시, 중소기업 자금지원 확 바꾼다 '기술혁신 특별자금' 신설",2025-09-02,https://view.asiae.co.kr/article/2025090210214401609
2025-09,토픽1,은행·금융권 소상공인 지원,"BNK부산은행, 소상공인 지원 총1000억원 규모 ‘BNK 상생드림대출’ 출시",2025-09-30,https://view.asiae.co.kr/article/2025093016375462651
2025-09,토픽1,은행·금융권 소상공인 지원,"케이뱅크, 개인사업자 대출 3兆 돌파",2025-09-23,https://view.asiae.co.kr/article/2025092309144742681
2025-09,토픽1,은행·금융권 소상공인 지원,"""오늘부터 서민 소상공인 370만명 신속 신용회복 지원""",2025-09-29,https://view.asiae.co.kr/article/2025092910524481309
2025-09,토픽2,코로나 방역·지자체 행정,"광명시, 조직개편 단행 투자유치과 일자리경제과 신설",2025-09-18,https://view.asiae.co.kr/article/2025091809413660788
2025-09,토픽2,코로나 방역·지자체 행정,"사천시, 내년도 주요 업무계획 보고회 열어",2025-09-29,https://view.asiae.co.kr/article/2025092906590521818
2025-09,토픽2,코로나 방역·지자체 행정,"광명시, 추경으로 예산 3050억 증액 기존 예산 대비 23.9%↑",2025-09-18,https://view.asiae.co.kr/article/2025091815090705642
2025-09,토픽2,코로나 방역·지자체 행정,"청도군, 제2회 추경예산 민생안정 등에 역대 최대 규모",2025-09-18,https://view.asiae.co.kr/article/2025091813171864510
2025-09,토픽2,코로나 방역·지자체 행정,이재명표 예산 지출구조조정 분석해보니 국토부 6.7조 지출구조조정,2025-09-03,https://view.asiae.co.kr/article/2025090309554178247
2025-09,토픽3,최저임금·노사 협상,"'기본급 11만원 인상' 포스코 노사, 2025년 임단협 타결",2025-09-17,https://view.asiae.co.kr/article/2025091717475395818
2025-09,토픽3,최저임금·노사 협상,"우원식 의장 만난 소공연 ""유통산업발전법 연장 촉구""",2025-09-08,https://view.asiae.co.kr/article/2025090817113944462
2025-09,토픽3,최저임금·노사 협상,"강남구, 중소기업 소상공인과 현장 소통 간담회 잇따라",2025-09-29,https://view.asiae.co.kr/article/2025092911093757187
2025-09,토픽3,최저임금·노사 협상,[포토] 소상공인 찾은 정청래 더불어민주당 대표,2025-09-03,https://view.asiae.co.kr/article/2025090313291153302
2025-09,토픽3,최저임금·노사 협상,"대전시, 내년 생활임금 1만 2043원 결정...월 251만 6987원",2025-09-24,https://view.asiae.co.kr/article/2025092409325173476
2025-09,토픽4,지역화폐·소비쿠폰,"중랑구, 장미달빛거리 우림맛솜씨길 ‘골목형상점가’ 지정",2025-09-10,https://view.asiae.co.kr/article/2025091009134111338
2025-09,토픽4,지역화폐·소비쿠폰,"목포시, 첫 골목형상점가 지정 지역 경쟁력 강화 기대",2025-09-17,https://view.asiae.co.kr/article/2025091717512612997
2025-09,토픽4,지역화폐·소비쿠폰,"“최대 18% 울산페이 적립금 혜택까지” 울산시, 추석 맞이 ‘울산페달 울산몰 할인쿠폰전’",2025-09-12,https://view.asiae.co.kr/article/2025091208502634192
2025-09,토픽4,지역화폐·소비쿠폰,"곡성군, 모바일 심청상품권 결제 시 '추가 캐시백'",2025-09-02,https://view.asiae.co.kr/article/2025090218052521217
2025-09,토픽4,지역화폐·소비쿠폰,"강남구, 강남사랑상품권 500억 발행 최대 12% 할인",2025-09-17,https://view.asiae.co.kr/article/2025091707500040112
2025-09,토픽5,물가·민생 거시대책,"강훈식 비서실장 ""추석연휴 안정적 전력 수급 대비 당부""",2025-09-15,https://view.asiae.co.kr/article/2025091516120414120
2025-09,토픽5,물가·민생 거시대책,"당정 ""추석 성수품 역대 최대 17.2만t 공급 체불임금 집중 점검""",2025-09-15,https://view.asiae.co.kr/article/2025091509174080776
2025-09,토픽5,물가·민생 거시대책,"[포토] 당정 ""추석 전 물가 잡고 소상공인 중소기업 살려야""",2025-09-15,https://view.asiae.co.kr/article/2025091508544089940
2025-09,토픽5,물가·민생 거시대책,"광주시, '안전 한가위' 총력 24시간 비상체제 가동",2025-09-24,https://view.asiae.co.kr/article/2025092409533028308
2025-09,토픽5,물가·민생 거시대책,"중소기업계 ""소상공인 전담차관 도입 환영 구조적 문제 해결해주길""",2025-09-08,https://view.asiae.co.kr/article/2025090809592934244
2025-09,토픽6,온라인 플랫폼·디지털 지원,"기아, PV5 택시 전용 '올인원 디스플레이 2' 출시",2025-09-16,https://view.asiae.co.kr/article/2025091608553337259
2025-09,토픽6,온라인 플랫폼·디지털 지원,"추석 차례상, 전통시장이 대형마트보다 7만4000원 저렴",2025-09-23,https://view.asiae.co.kr/article/2025092308454436493
2025-09,토픽6,온라인 플랫폼·디지털 지원,"소담상회 성수, 정식 오픈 16일 개소식",2025-09-16,https://view.asiae.co.kr/article/2025091615345333118
2025-09,토픽6,온라인 플랫폼·디지털 지원,"신세계 센텀시티, 부산 ‘동백상회’ 팝업 운영",2025-09-01,https://view.asiae.co.kr/article/2025090116152810156
2025-09,토픽6,온라인 플랫폼·디지털 지원,"중기중앙회, 노란우산공제 캐릭터 활용한 카톡 이모티콘 배포",2025-09-04,https://view.asiae.co.kr/article/2025090409231850397
2025-09,토픽7,상생협력·중소기업 지원,"중기부, 상생협력 우수기업에 '윈윈 아너스 기념패' 수여",2025-09-25,https://view.asiae.co.kr/article/2025092509574987017
2025-09,토픽7,상생협력·중소기업 지원,"대전시, 오는 30일 '2025 대전 청년채용박람회' 개최",2025-09-22,https://view.asiae.co.kr/article/2025092209404725636
2025-09,토픽7,상생협력·중소기업 지원,"소진공, RISE 대학과 지역발전 협력 강화 '맞손'",2025-09-15,https://view.asiae.co.kr/article/2025091507502486914
2025-09,토픽7,상생협력·중소기업 지원,"한유원, 한국산업지능화협회와 소상공인 AX 지원 '맞손'",2025-09-24,https://view.asiae.co.kr/article/2025092414091584962
2025-09,토픽7,상생협력·중소기업 지원,"단국대 창업보육센터, 5년 연속 S등급 획득",2025-09-02,https://view.asiae.co.kr/article/2025090209345078556
2025-10,토픽0,정치권 재난·위기 재정대응,"경기도, 공직자 사칭 5천만원 피해 ""각별한 주의"" 당부",2025-10-29,https://view.asiae.co.kr/article/2025102907124072242
2025-10,토픽0,정치권 재난·위기 재정대응,"한동훈, 당정 배임죄 폐지에 ""李 대통령 절도 혐의였으면 절도죄 없앴을 것""",2025-10-01,https://view.asiae.co.kr/article/2025100108182798872
2025-10,토픽0,정치권 재난·위기 재정대응,"사천시, 공무원 사칭한 보이스피싱 주의보!",2025-10-28,https://view.asiae.co.kr/article/2025102808545317495
2025-10,토픽0,정치권 재난·위기 재정대응,"[2025국감]김영훈 ""주 4.5일제, 법제화보단 지원 방식으로""",2025-10-15,https://view.asiae.co.kr/article/2025101517323261822
2025-10,토픽0,정치권 재난·위기 재정대응,"추석 당일 공방 지속한 여야 ""극우정당 vs 李정권 민생 무너뜨려""",2025-10-06,https://view.asiae.co.kr/article/2025100615415915116
2025-10,토픽1,은행·금융권 소상공인 지원,"신협, 서민금융권 최초 '전환보증' 도입",2025-10-17,https://view.asiae.co.kr/article/2025101709432863627
2025-10,토픽1,은행·금융권 소상공인 지원,"케이뱅크, '사장님 부동산담보대출' 대환 상호금융권까지 확대",2025-10-13,https://view.asiae.co.kr/article/2025101309255237031
2025-10,토픽1,은행·금융권 소상공인 지원,"카카오뱅크, 소상공인 위한 '개인사업자 부동산담보대출' 출시",2025-10-21,https://view.asiae.co.kr/article/2025102110254523903
2025-10,토픽1,은행·금융권 소상공인 지원,"배민, 협약보증 대출 8개월 만에 소상공인 2000여명 지원",2025-10-01,https://view.asiae.co.kr/article/2025100108581990351
2025-10,토픽1,은행·금융권 소상공인 지원,"새마을금고, 상반기 정책자금대출 2003억원 취급",2025-10-14,https://view.asiae.co.kr/article/2025101410212570808
2025-10,토픽2,코로나 방역·지자체 행정,"APEC D-8 경주, '세계 속 외교 문화도시 시험대에 섰다'",2025-10-23,https://view.asiae.co.kr/article/2025102313421208137
2025-10,토픽2,코로나 방역·지자체 행정,시민이 제안하고 행정이 실천한다 ‘경주시민원탁회의’ 18회째 이어온 시민의 힘,2025-10-29,https://view.asiae.co.kr/article/2025102911020561392
2025-10,토픽2,코로나 방역·지자체 행정,서울시 내년 예산안 51.5조원 '약자' 정책에만 16조원 쓴다,2025-10-30,https://view.asiae.co.kr/article/2025103009223453962
2025-10,토픽2,코로나 방역·지자체 행정,"순천시, 소상공인 중소기업 공유재산 임대료 '감면'",2025-10-14,https://view.asiae.co.kr/article/2025101415081100411
2025-10,토픽2,코로나 방역·지자체 행정,"'약자' 초점 맞춘 51조 예산, 오세훈 ""약자동행은 진화할 것""(종합)",2025-10-30,https://view.asiae.co.kr/article/2025103015114596298
2025-10,토픽3,최저임금·노사 협상,[포토] 소상공인 회복 위한 9개의 씨앗,2025-10-15,https://view.asiae.co.kr/article/2025101515430939509
2025-10,토픽3,최저임금·노사 협상,"김동연, 18일 '도민의 날' 기념행사 7천여명의 도민과 소통",2025-10-19,https://view.asiae.co.kr/article/2025101914061815181
2025-10,토픽3,최저임금·노사 협상,[포토] 소상공인 회복 및 안전망 강화 열 번째 간담회 개최,2025-10-15,https://view.asiae.co.kr/article/2025101515450859689
2025-10,토픽3,최저임금·노사 협상,"소상공인연합회, 대법원 주휴수당 판결 환영 ""제도 폐지 매진""",2025-10-13,https://view.asiae.co.kr/article/2025101312302949326
2025-10,토픽3,최저임금·노사 협상,[포토] '소상공인 회복 및 안전망 강화',2025-10-15,https://view.asiae.co.kr/article/2025101515433146925
2025-10,토픽4,지역화폐·소비쿠폰,"광주 동구, 충장축제서 동구랑페이 특별 경품 이벤트",2025-10-13,https://view.asiae.co.kr/article/2025101312574167685
2025-10,토픽4,지역화폐·소비쿠폰,"안산시, 내달 28일까지 '골목형 상점가' 신청 접수",2025-10-10,https://view.asiae.co.kr/article/2025101009315548873
2025-10,토픽4,지역화폐·소비쿠폰,"지역경제에 활력 울산시, ‘코리아 그랜드 페스티벌’ 울산페이 18% 환급",2025-10-24,https://view.asiae.co.kr/article/2025102409100150550
2025-10,토픽4,지역화폐·소비쿠폰,인천e음 캐시백 5% 추가 지원 최대 15% 혜택,2025-10-30,https://view.asiae.co.kr/article/2025103008124164489
2025-10,토픽4,지역화폐·소비쿠폰,"전북도, 지역사랑상품권 최대 20% '특별 할인'",2025-10-27,https://view.asiae.co.kr/article/2025102710054132171
2025-10,토픽5,물가·민생 거시대책,"'수입 콩이 모자라' 두부공장들 날벼락 '가격 2배' 뛰자, 돈 많은 곳이 싹쓸이",2025-10-01,https://view.asiae.co.kr/article/2025093016544708093
2025-10,토픽5,물가·민생 거시대책,"""원화 스테이블코인, 일곱 가지 위험"" 한국은행, 백서 내놨다",2025-10-27,https://view.asiae.co.kr/article/2025102716283750430
2025-10,토픽5,물가·민생 거시대책,"""폐업 전 위험 징후 점검한다"" 소상공인 재기방안 발표",2025-10-15,https://view.asiae.co.kr/article/2025101516020168863
2025-10,토픽5,물가·민생 거시대책,"""공급 확대 vs 집값 자극"" 재초환 딜레마 [3분 브리프]",2025-10-27,https://view.asiae.co.kr/article/2025102700445138771
2025-10,토픽5,물가·민생 거시대책,"온라인 정산주기 단축, 쿠팡 컬리 직격탄 ""중소업체 연쇄 피해""",2025-10-23,https://view.asiae.co.kr/article/2025102316371147219
2025-10,토픽6,온라인 플랫폼·디지털 지원,"쿠콘, 서울페이에 유니온 위챗페이 연동",2025-10-13,https://view.asiae.co.kr/article/2025101309182873579
2025-10,토픽6,온라인 플랫폼·디지털 지원,한 달 만에 1000만 명 몰렸다 디지털온누리 앱에 무슨 일,2025-10-17,https://view.asiae.co.kr/article/2025101617020794572
2025-10,토픽6,온라인 플랫폼·디지털 지원,"비즈넵, 누적 가입 사업자 300만 돌파",2025-10-02,https://view.asiae.co.kr/article/2025100211490437166
2025-10,토픽6,온라인 플랫폼·디지털 지원,"중기중앙회, 하반기 온 오프라인 통합 품평회 개최",2025-10-22,https://view.asiae.co.kr/article/2025102210022912816
2025-10,토픽6,온라인 플랫폼·디지털 지원,"신한은행-네이버페이, 개인사업자 전용 패키지 상품 출시",2025-10-15,https://view.asiae.co.kr/article/2025101510333812996
2025-10,토픽7,상생협력·중소기업 지원,"국민대-윤민창의투자재단, 실전 창업교육 협력",2025-10-27,https://view.asiae.co.kr/article/2025102210193552925
2025-10,토픽7,상생협력·중소기업 지원,"소진공, 대전 세종 공공기관과 청년인턴 교류 행사 개최",2025-10-22,https://view.asiae.co.kr/article/2025102207472398968
2025-10,토픽7,상생협력·중소기업 지원,남도국제미식산업박람회 마지막 걸음 '미식인 주간' 운영,2025-10-21,https://view.asiae.co.kr/article/2025102110200772821
2025-10,토픽7,상생협력·중소기업 지원,"소진공, '소상공인 지원정책' 연구논문 공모전 개최",2025-10-13,https://view.asiae.co.kr/article/2025101309020376606
2025-10,토픽7,상생협력·중소기업 지원,"배달의민족, 구미시와 손잡고 로컬푸드 유통 확대",2025-10-02,https://view.asiae.co.kr/article/2025100210144303480
2025-11,토픽0,정치권 재난·위기 재정대응,[조세 돋보기]비쟁점법안으로 '워밍업' 쟁점법안 논의 '기다려',2025-11-13,https://view.asiae.co.kr/article/2025111310332774120
2025-11,토픽0,정치권 재난·위기 재정대응,'군 정당 사칭 사기 피해 69억' 거점 캄보디아 조직원 114명 검거,2025-11-03,https://view.asiae.co.kr/article/2025110318303816810
2025-11,토픽0,정치권 재난·위기 재정대응,[시시비비]시대착오적 유통법 일몰 연장,2025-11-19,https://view.asiae.co.kr/article/2025111909070772499
2025-11,토픽0,정치권 재난·위기 재정대응,"광주시, 미세먼지 계절관리제 시행 5등급 차량 운행 제한",2025-11-26,https://view.asiae.co.kr/article/2025112611244386373
2025-11,토픽0,정치권 재난·위기 재정대응,"가짜 장애인 기업 막는다 장애인기업법 개정안, 국무회의 의결",2025-11-18,https://view.asiae.co.kr/article/2025111807530184234
2025-11,토픽1,은행·금융권 소상공인 지원,"포용금융 나선 범농협, 22만명 고객 연체정보 삭제",2025-11-25,https://view.asiae.co.kr/article/2025112509485235946
2025-11,토픽1,은행·금융권 소상공인 지원,"인터넷은행, 3분기 중저신용대출 목표 일제히 초과",2025-11-28,https://view.asiae.co.kr/article/2025112815562311032
2025-11,토픽1,은행·금융권 소상공인 지원,"부산시, '3無 희망잇기 특별금융' 1만건 500억원 달성 소상공인 안정 지원",2025-11-13,https://view.asiae.co.kr/article/2025111312331220395
2025-11,토픽1,은행·금융권 소상공인 지원,"충남신보 농협은행, 소상공인 금융지원 5억 더 푼다",2025-11-18,https://view.asiae.co.kr/article/2025111809310257204
2025-11,토픽1,은행·금융권 소상공인 지원,"농협은행, 신보재단과 소상공인 금융지원 나서",2025-11-19,https://view.asiae.co.kr/article/2025111908282457992
2025-11,토픽2,코로나 방역·지자체 행정,강기정 “내년 민생 성장 돌봄 기후로 부강한 광주 열 것”,2025-11-26,https://view.asiae.co.kr/article/2025112613594768446
2025-11,토픽2,코로나 방역·지자체 행정,"백경현 시장 ""따뜻한 공감 포용력 넘치는 행복 도시 건설 집중""",2025-11-20,https://view.asiae.co.kr/article/2025112015290724929
2025-11,토픽2,코로나 방역·지자체 행정,"전주시, 2조 6,606억 규모 내년도 예산 편성",2025-11-17,https://view.asiae.co.kr/article/2025111710305081611
2025-11,토픽2,코로나 방역·지자체 행정,"상주, 미래의 문을 다시 연다",2025-11-27,https://view.asiae.co.kr/article/2025112718494449560
2025-11,토픽2,코로나 방역·지자체 행정,경기도 내년 예산 39조9046억원 편성 '민생 성장 돌봄안전 개발' 방점,2025-11-03,https://view.asiae.co.kr/article/2025110311044292259
2025-11,토픽3,최저임금·노사 협상,"김지형 위원장 만난 소공연 ""경사노위 내 소상공인위원회 설치해야""",2025-11-19,https://view.asiae.co.kr/article/2025111913534237354
2025-11,토픽3,최저임금·노사 협상,"소공연 ""주 4.5일제 주휴수당 근로기준법에 생태계 붕괴""",2025-11-12,https://view.asiae.co.kr/article/2025111215105135542
2025-11,토픽3,최저임금·노사 협상,"소상공업계 ""근로기준법 확대 적용은 '폐업선고' 다름 없어""",2025-11-26,https://view.asiae.co.kr/article/2025112614320980662
2025-11,토픽3,최저임금·노사 협상,"관악구, 공감 세무행정 통했다 체납액 1억5000만원 전액 징수",2025-11-09,https://view.asiae.co.kr/article/2025110909174752281
2025-11,토픽3,최저임금·노사 협상,진주시 소상공인의 날 행사 열고 화합 재도약 의지 다져,2025-11-03,https://view.asiae.co.kr/article/2025110305182276332
2025-11,토픽4,지역화폐·소비쿠폰,"광주 동구, 전 지역 골목형상점가 지정 완료",2025-11-18,https://view.asiae.co.kr/article/2025111810231515376
2025-11,토픽4,지역화폐·소비쿠폰,'민생회복 소비쿠폰' 11월 30일까지 사용 가능,2025-11-27,https://view.asiae.co.kr/article/2025112717072757513
2025-11,토픽4,지역화폐·소비쿠폰,"이천시, 소상공인 지원 위한 지역화폐 캐시백 이벤트 마련",2025-11-06,https://view.asiae.co.kr/article/2025110615015769201
2025-11,토픽4,지역화폐·소비쿠폰,"부천시, 22~30일 전통시장 골목상권서 '경기 살리기 통큰 세일'",2025-11-20,https://view.asiae.co.kr/article/2025112010151339453
2025-11,토픽4,지역화폐·소비쿠폰,"광명시, 연말까지 지역화폐 인센티브 15%+캐시백 5% 유지",2025-11-28,https://view.asiae.co.kr/article/2025112808474863277
2025-11,토픽5,물가·민생 거시대책,"'지재권 출원', 소상공인 생존율 높이는 비결[Why & Next]",2025-11-10,https://view.asiae.co.kr/article/2025110709421444559
2025-11,토픽5,물가·민생 거시대책,"""시민안전 취약계층 보호 만전""  창원특례시, 동절기 종합대책 추진",2025-11-18,https://view.asiae.co.kr/article/2025111809475257925
2025-11,토픽5,물가·민생 거시대책,"10월 소상공인 경기, 최근 5년 중 가장 좋아",2025-11-12,https://view.asiae.co.kr/article/2025111208305742967
2025-11,토픽5,물가·민생 거시대책,"우리금융연구소 ""11월 금통위 25bp 인하 후 중립기조 예상""",2025-11-07,https://view.asiae.co.kr/article/2025110615183955102
2025-11,토픽5,물가·민생 거시대책,경기신보 김정빈 선수 '전국장애인체육대회' 사이클 2관왕,2025-11-02,https://view.asiae.co.kr/article/2025110211040335885
2025-11,토픽6,온라인 플랫폼·디지털 지원,"토스플레이스, 단말기 설치 가맹점 20만 돌파 기념 이벤트",2025-11-04,https://view.asiae.co.kr/article/2025110410265567075
